DH	F154	20.03.2019	YES	10.07.2021	AG	ZiWi-GFP incross		36	
ZL	F155	20.03.2019	YES	12.04.2021	ZL	PCT2:Gal4;UAS:mCh-NTR		168/186	
ZL	F156	20.03.2019	YES	12.04.2021	ZL	PCT:Gal4;UAS:mCh-NTR		168/186	
KT	F157	21.03.2019	YES	09.03.2021	KT	Sod1 shRNA nos cmlc/ EGFP-Fnos cry, F2		149	
KT	F158	21.03.2019	YES	09.03.2021	KT	kop.Dnd.gfp.flag.dnd3'UTR cryDsRed, incross		30	
MR	F159	24.03.2019	YES	16.12.2020	MR	sept9a-/- ; 7a.2-/- ; 7b.2-/- 100%	sept 9a.sw4: sept7a, 7b	sept9a.sw4. 7a, 7b	
KT	F160	28.03.2019	YES	09.03.2021	KT	Sod1 shRNA nos cmlc/ EGFP-Fnos cry, F2		149	
LT	F161	28.03.2019	YES	24.02.2021	LT	MZoep tz257 incross rescued	oep tz257	oep tz257	
KW	F162	25.03.2019	YES	09.07.2020	KW	hsp70l:zGrad +/-; cxcr4b:h2a-EGFP +/-; cxcr4b-/+?outcross		189/190	
KW	F163	25.03.2019	YES	09.07.2020	KW	cxcr4b:lexpr-lexop-zGrad-t2a-mCh; ctnna-citrine+/-?;cmlc:mScarlet      outcross		191	
ZL	F164	29.03.2019	NO		ZL	gtshB:CreERt2.globin3’UTR.cmlc:mCherry		192	
ZL	F165	02.04.2019	NO		ZL	gsthB:Cre.globin3’UTR.cmlc:mCherry		193	147
									H124
KT/CK	F166	29.03.2019	YES	25.03.2020	AG	cryEGFP-f nos - Nanog outcross	Nanog	Nanog/24	
TL	F167	03.04.2019	YES	18.02.2021	AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 1 +/+		38	
TL	F168	03.04.2019	YES	09.04.2021	AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 1 +/+		38	
ZL	F169	02.04.2019	YES	12.04.2021	EM/ZL	gtshb:mcherry-NTR.globin3'UTR;cldnB:EGFP +/-		184/18	
ZL	F170	02.04.2019	YES	05.11.2021	ZL	gSALzGFFD397A (PCT2) 		186	
ZL	F171	04.04.2019	YES	12.04.2021	ZL	UAS:killerred.globin3'UTR.cry:EGFP;EGFP.F.nos3'UTR.cry:mCherry 		194/24	
KT	F172	04.04.2019	YES	09.03.2021	KT	h2afx:Lox reporter-globin3'UTR cmlc:GFP, F1		152	
ZL	F173	09.04.2019	YES	15.02.2021	ZL	UAS:killerred.globin3'UTR.cry:EGFP;cldnB:EGFP		194/18	
KT/CK	F174	10.04.2019	YES	25.03.2020	AG	cry-EGFP-f-nos ; spg	MZspg	spg/24	
KT/CK	F175	10.04.2019	YES	27.08.2020	AG	Tol2.kop.mcherry.f’.GFP.cmic.nos3’UTR ; spg m793	MZspg	spg/57	
MR	F176	24.03.2019	YES	21.01.2021	MR	sept9a-/- ; 7a.2-/- ; 7b.2-/- 100%	sept 9a.sw4: sept7a, 7b	sept9a.sw4. 7a, 7b	
ZL	F177	11.04.2019	YES	15.02.2021	ZL	gtshB:Killerred-globin3'UTR-cmlc:mCherry;EGFP.F.nos3'UTR.cry:mCherry		195/24	
ZL	F178	12.04.2019	YES	15.02.2021	ZL	hsp70l:loxp-stop-loxp-kid-globin3’UTR-cmlc:EGFP;cldnB:EGFP (F0)		196/18	
KW	F179	17.04.2019	YES	21.12.2020	KW	unc45b:tfp +/-		123	
ZL	F180	19.04.2019	YES	12.04.2021	ZL	cldnB:EGFP+/-.noi(tu29a)+/- 	noi	noi/18	
ZL	F181	19.04.2019	NO		ZL	dino m84 +/- , +/+	din	din	062
ZL	F182	19.04.2019	YES	28.10.2021	ZL	pax8:dsRed homozygous		137	
ZL	F183	19.04.2019	YES	12.04.2021	ZL	pax8:dsRed +/-		137	
IS	F184	24.04.2019	YES	18.02.2021	IS	AB			
IS	F185	24.04.2019	YES	12.04.2021	IS	AB			
IS	F186	24.04.2019	YES	09.12.2020	IS	AB			
IS	F187	24.04.2019	YES	25.02.2021	IS	AB			
IS	F188	24.04.2019	YES	12.04.2021	IS	AB			
EM	F189	25.04.2019	YES	30.06.2020	EM	med-NY054-2-/-;Tol-1111-EGFP-F-nos-cryDsred+/-	med	med 24	
KT	F190	25.04.2019	YES	31.01.2020	KT	Sod2 MZ F5, cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	
KT	F191	25.04.2019	YES	26.08.2021	KT	hs:Sdf1a, kop:EGFP_F_nos3’UTR cry, +/+		10 /24	
KT	F192	25.04.2019	YES	29.06.2021	KT	hs:Sdf1a, kop:EGFP_F_nos3’UTR cry, +/-		10 /24	
KT	F193	25.04.2019	YES	29.06.2021	KT	hs:Sdf1a, kop:EGFP_F_nos3’UTR cry, +/-		10 /24	
KT	F194	25.04.2019	YES	29.06.2021	KT	hs:Sdf1a, kop:EGFP_F_nos3’UTR cry, +/-		10 /24	
MO	F195	01.05.2019	YES	06.04.2021	CG	100% med-/-	med	med	
MO	F196	01.05.2019	YES	19.07.2021	CG	100% med -/-	med	med	
MR	F197	07.05.2019	YES	8.12.2020	MR	sept9a-/- ; 7a.2-/- ; 7b.2-/-   100%	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
YK	F198	04.05.2019	YES	10.07.2020	YK	fbc2 -/+	fbc2	fbc2	
MR	F199	07.05.2019	YES	21.01.2021	MR	sept9a-/- ; 7a.2-/- ; 7b.2-/- 100%	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
MO	f20	15.02.2019	YES	02.02.2021	CG	med NY054-2 -/-; cry.kop-EGFP-lifeact-nos	med	med 38	
Antonio	F200	07.05.2019	YES	15.05.2019	Antonio	mettl3 incross	Mettl3 Δ4	Mettl3 Δ4	
EM	F201	08.05.2019	YES	30.06.2020	EM	Med-NY054-2-/-;Tol1111-EGFP-F-nos-cryDsred+/-	med	med 24	
EM	F202	07.05.2019	YES	15.09.2020	EM	Med-NY054-2-/-;Tol1111-EGFP-F-nos-cryDsred+/-	med	med 24	
ZL	F203	07.05.2019	NO		ZL	cldnB:EGFP+/-.noi(tu29a)+/- 	noi	noi/18	
ZL	F204	07.05.2019	YES	28.10.2021	ZL	cldnB:EGFP+/-.noi(tu29a)+/- 	noi	noi/18	
MO	F205	11.05.2019	YES	06.04.2021	CG	tod-/- (rescued)	tod	tod	
MO	F206	11.05.2019	YES	19.07.2021	CG	tod-/- (rescued)	tod	tod	
EM	F207	23.05.2019	YES	15.09.2020	EM	Med_NY054-2-/-;Tol1111-EGFP-F-nos-cryDsred+/-	med	med 24	
ZL	F208	21.05.2019	YES	12.04.2021	ZL	noi;cldnB:EGFP;kop:mCherry.F.nos3'UTR-cmlc:EGFP	noi	noi 18/57	
ZL	F209	21.05.2019	YES	12.04.2021	ZL	noi;cldnB:EGFP;kop:mCherry.F.nos3'UTR-cmlc:EGFP	noi	noi 18/57	
MO	F210	23.05.2019	YES	15.12.2020	AA	med NY054-2 -/-; cry.kop-EGFP-lifeact-nos	med	med 38	
MO	F211	23.05.2019	YES	15.12.2020	AA	med NY054-2 -/-; cry.kop-EGFP-lifeact-nos	med	med 38	
MO	F212	23.05.2019	YES	15.12.2020	AA	med NY054-2 -/-; cry.kop-EGFP-lifeact-nos	med	med 38	
AO	F213	29.05.2019	YES	14.09.2021	AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry extended synaptotagmin 2al. nos 3’ utr. cmlc egfp		38 /100	
AO	F214	29.05.2019	YES	14.09.2021	AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry extended synaptotagmin 2al. nos 3’ utr. cmlc egfp		38 /100	
AO	F215	29.05.2019	YES	09.04.2021	AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry extended synaptotagmin 2al. nos 3’ utr. cmlc egfp		38 /100	
AO	F216	29.05.2019	YES	07.08.2019	AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry Esyt2al 2al. nos 3’ utr. cmlc egfp		38 /100	
AO	F217	29.05.2019	YES	14.09.2021	AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry Esyt2al. nos 3’ utr. cmlc egfp		38 /100	
AO	F218	29.05.2019	YES	07.08.2019	AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry Esyt2al. nos 3’ utr. cmlc egfp		38 /100	
SY	F219	05.06.2019	YES	28.01.2021	SY	col9a2:GFPCaaX +/- and +/+		197	
KT	F220	05.06.2019	YES	30.08.2019	KT	h2afx:Lox reporter-globin3'UTR cmlc:GFP, F2		152	
Antonio	F221	05.06.2019	YES	10.07.2020	Antonio	Fto delta 2 outcross	FTO Δ2	FTO Δ2	
KT	F222	12.06.2019	YES	09.03.2021	KT	h2afx:Lox reporter-globin3'UTR cmlc:GFP, F2		152	
EM	F223	13.06.2019	YES	17.08.2021	EM	Med_NY054-2-/-;Tol1111-EGFP-F-nos-cryDsred+/-	med	med 24	
LT	F224	18.06.2019	YES	10.07.2019	MR	kop.7a.DsRed.nos		5	
LT	F225	18.06.2019	YES	10.07.2019	MR	kop.7a.DsRed.nos		5	
KT	F226	19.06.2019	YES	30.06.2021	KT	h2afx:Lox reporter-globin3'UTR cmlc:GFP, F2		152	
KT	F227	19.06.2019	YES	09.03.2021	KT	Sod2 MZ F5 cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	
MR	F228	26.06.2019	YES	15.12.2020	MR	sept 7b.2 CRISPR; Cry:kop-lifeact-EGFP-nos +/-(F4) incross -11bp del 50% homs	sept 7b.2	sept 7b.2 /38	
TL	F229	27.06.2019	YES	10.05.2021	AA	kop:lifeact-mCherry.nos-cry.DsRed +/-		118	
TL	F230	27.06.2019	YES	11.06.2020	AA	kop:lifeact-mCherry.nos-cry.DsRed +/-	med	med 118	
Katja/MR	F231	04.07.2018	YES	01.08.2019	Katja/MR	WIK			
IS	F232	03.07.2019	YES	12.04.2021	IS	AB x TL			
LT	F233	05.07.2019	YES	10.06.2021	MR	kop.7a(granulito) dsRed.Nos; Tol-1111-EGFP-F-nos-cryDsRed		5 /24	
LT	F234	05.07.2019	YES	10.06.2021	MR	kop.7a(granulito) dsRed.Nos; Tol-1111-EGFP-F-nos-cryDsRed		5 /24	
EM	F235	03.07.2019	YES	29.08.2019	EM	Med_NY054-2-/-;Tol1111-EGFP-F-nos-cryDsred+/-	med	med 24	
EM	F236	03.07.2019	YES	29.08.2019	EM	ody-/-J1049;Tol-1111-EGFP-F-nos-cryDsred+/-	ody	ody 24	
IS	F237	10.07.2019	YES	23.06.2020	IS	AB x TL			
IS	F238	10.07.2019	YES	09.12.2020	IS	AB x TL			
EM	F239	09.07.2019	YES	29.08.2019	EM	WIK			
EM	F240	09.07.2019	YES	17.08.2021	EM	ody-/-J1049;Tol-1111-EGFP-F-nos-cryDsred+/-	ody	ody 24	
EM	F241	09.07.2019	YES	04.08.2021	EM	ody-/-J1049;Tol-1111-EGFP-F-nos-cryDsred+/-	ody	ody 24	
MR	F242	17.07.2019	YES	05.08.2021	MR	sept 7b.2 CRISPR; -11bp allele 100% -/-homCry:kop-lifeact-EGFP-nos +/-	sept 7b.2	sept 7b.2 /38	
ZL	F243	17.07.2019	YES	12.04.2021	ZL	hsp70l:loxp-stop-loxp-kid-globin3’UTR-cmlc:EGFP;cldnB:EGFP (F1)		196/18	
ZL	F244	17.07.2019	YES	12.04.2021	ZL	hsp70l:loxp-stop-loxp-kid-globin3’UTR-cmlc:EGFP;cldnB:EGFP (F1)		196/18	
EM	F245	23.07.2019	YES	21.09.2020	EM	WIK			
EM	F246	23.07.2019	YES	28.10.2020	EM	WIK			
MR	F247	24.07.2019	YES	17.02.2020	MR	sept 7b.2 CRISPR; -11bp allele 100% -/-homCry:kop-lifeact-EGFP-nos +/-	sept 7b.2	sept 7b.2 /38	
AO	F248	26.07.2019	YES	13.06.2021	AO	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP		99	
AO	F249	26.07.2019	YES	13.06.2021	AO	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP		99	
AO	F250	26.07.2019	YES	13.06.2021	AO	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP		99	
AO	F251	26.07.2019	YES	13.06.2021	AO	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP		99	
AO	F252	26.07.2019	NO	28.10.2019	AO	SMU B641 outcrosss	smu	SMU	083
									082
									079
AO	F253	26.07.2019	YES	28.10.2019	AO	SMU B641 outcrosss	smu	SMU	
AO	F254	26.07.2019	YES	28.10.2019	AO	SMU B641 outcrosss	smu	SMU	
EM	F255	31.07.2019	YES	28.10.2020	EM	WIK			
EM	F256	31.07.2019	YES	28.10.2020	EM	WIK			
SY	F257	01.08.2019	YES	05.10.2020	SY	flh ak41 ,tg(gsc:GFP)+/-	flh	flh 6	
SY	F258	01.08.2019	YES	28.01.2021	SY	flh ak41 ,tg(gsc:GFP)+/-	flh	flh 6	
KW	F259	02.08.2019	YES	17.10.2019	KW	gra +/- (delta 4) incross	gra	gra	
KW	F260	02.08.2019	YES	17.10.2019	KW	gra +/- (delta 7) incross	gra	gra	
SY	F261	08.08.2019	YES	24.11.2020	SY	flh ak41 ,tg(gsc:GFP)+/-	flh	flh 6	
IS	F262	13.08.2019	YES	07.05.2021	IS	EF1d:mAG-zGem(1/100) / EF1d:mKO2-zCdt1 (1/190) outcross 		75 /76	
IS	F263	13.08.2019	YES	19.11.2020	IS	EF1d:mAG-zGem(1/100) / EF1d:mKO2-zCdt1 (1/190) outcross		75 /76	
DH	F264	14.08.2019	NO		JP	kop-mCherryHA-Bcl2TM-nos3'UTR cmclGFP; incross, +/+		55	933
DH	F265	14.08.2019	NO		JP	kop-mCherryHA-Bcl2TM-nos3'UTR cmclGFP; incross, +/-		55	934
IS/MR	F266	22.08.2019	YES	10.06.2021	MR	cxcr4a-/-, sox17:EGFP+/- incross	cxcr4a	CXCR4a 84/68	
IS/MR	F267	22.08.2019	YES	07.09.2021	MR	cxcr4a-/-, sox17:EGFP+/- incross	cxcr4a	CXCR4a 84/68	
IS	F268	22.08.2019	YES	29.06.2021	IS	EF1d:mAG-zGem(1/100) / EF1d:mKO2-zCdt1(1/190) incross		75 /76	
KT	F269	20.08.2019	YES	09.03.2021	KT	Dnd KI (GFP-FLAG)		169	
KW	F270	21.08.2019	YES	10.05.2021	KW	bactin:HA NLS tdMCP EGFP x AB		94	
ZL	F271	22.08.2019	YES	05.11.2021	ZL	hsp70l:loxp-stop-loxp-kid-globin3’UTR-cmlc:EGFP;cldnB:EGFP (F1)		196/18	
ZL	F272	22.08.2019	YES	12.04.2021	ZL	UAS:killerred.globin3'UTR.cry:EGFP;EGFP.F.nos3'UTR.cry:mCherry F1 (ID1)		194/24	
ZL	F273	22.08.2019	YES	12.04.2021	ZL	UAS:killerred.globin3'UTR.cry:EGFP;EGFP.F.nos3'UTR.cry:mCherry F1 (ID2)		194/24	
KT/CK	F274	23.08.2019	YES	05.09.2020	DH	nanog -/- EGFP.f.nosspg -/- mcherry.f.nos	Nanog	Nanog x Spg	
KT/CK	F275	23.08.2019	YES	27.08.2020	DH	nanog -/- EGFP.f.nosspg -/- mcherry.f.nos	Nanog	Nanog x Spg	
MR	F276	28.08.2019	YES	18.10.2021	MR	sept9a.sw4 -/-; sept 7a.2+/+, 7b.2 -/- 100% CRISPR  incross	sept 9a.sw4: sept7a, 7b	sept9a.sw4. 7a, 7b	
MR	F277	28.08.2019	YES	03.06.2021	IS	cldb-GFP (homozygote)		18	
DH	F278	29.08.2019	NO		DH	βactin:H2AmCherry ;EGFP-f nos-cryDsRed		24 /40	932
KT/CK	F279	29.08.2019	YES	29.06.2021	DH	Tol2.kop.mcherry.f’.GFP.cmic.nos3’UTR - Sox19b	MZSox19b	Sox19b/57	
KT/CK	F280	29.08.2019	NO		DH	nanog -/- EGFP.f.nosspg -/- mcherry.f.nos	Nanog	Nanog x Spg	183
KT/CK	F281	29.08.2019	YES	05.09.2020	DH	nanog -/- EGFP.f.nosspg -/- mcherry.f.nos	Nanog	Nanog x Spg	
KT/CK	F282	29.08.2019	YES	19.07.2021	DH	nanog -/- EGFP.f.nosspg -/- mcherry.f.nos	Nanog	Nanog x Spg	
MR	F283	05.09.2019	YES	07.09.2021	MR	sept9a.sw4 +/+; 7a.2-/- ; 7b+/-  incross	sept 9a.sw4 ; sept 7b.2	sept9a.sw4;7b.2	
ZL	F284	05.09.2019	YES	28.10.2021	ZL	UAS:killerred.globin3'UTR.cry:EGFP;EGFP.F.nos3'UTR.cry:mCherry F1 (ID #1)		194/24	
MR	F285	10.09.2019	YES	25.11.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus; outcross  F2 stock1		170	
MR	F286	10.09.2019	YES	25.11.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus; outcross F2 stock1		170	
MR	F287	10.09.2019	YES	05.08.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus; outcross F2 stock1		170	
MR	F288	10.09.2019	YES	10.11.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus; outcross F2 stock1		170	
MR	F289	10.09.2019	YES	05.08.2021	MR	sept9a-/-;  7a.2 -/-;  7b.2-/- 100% incross	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
MR	F290	10.09.2019	YES	12.04.2021	MR	Tol2. nCas9n-glob3’UTR. cmlc-EGFPstock 4, hom  F5 incross 		96	
MR	F291	10.09.2019	YES	05.08.2021	MR	sept9a.sw4 -/-; 7a-/- ;7b+/+  incross 100% mz hom	sept 9a.sw4 ;sept7a.2; sept7b.2	sept9a;7a.2;7b.2	
MR	F292	10.09.2019	YES	10.06.2021	MR	Tol2.nCas9n-nos3'UTR.cmcl-EGF (STOCK 3) F5 100 % homs		95	
ZL	F293	07.09.2019	YES	12.04.2021	ZL	UAS:killerred.globin3'UTR.cry:EGFP;EGFP.F.nos3'UTR.cry:mCherry F1 (ID #2)		194/24	
TL	F294	10.09.2019	NO		AA	Cry:HSP-mutSDF1a-mCherry-globin+/+		41	459
TL	F295	10.09.2019	NO		AA	Cry:HSP-mutSDF1a-mCherry-globin+/+		41	458
EM	F296	10.09.2019	YES	19.11.2020	EM	TL			
EM	F297	10.09.2019	YES	19.11.2020	EM	TL			
LT	F298	10.09.2019	YES	10.06.2021	LT	keratin4:EGFP-CAAX incross		39	
LT	F299	10.09.2019	YES	10.06.2021	LT	keratin4:EGFP-CAAX incross		39	
LT	F300	10.09.2019	NO		LT	mzh1mA(A/5/747); kop:egfp-f-nos, cry:dsred incross	h1m	h1m 24	H9
									H10
KT	F301	11.09.2019	YES	19.07.2021	DH	MZspg (m793) -/+ incross	MZspg	MZspg	
KT/CK	F302	11.09.2019	YES	07.10.2021	DH	cryEGFP-f nos - sox19b	MZSox19b	Sox19b/24	
KT	F303	18.09.2019	YES	09.11.2021	KT	Sod1 shRNA nos cmlc/ EGFP-Fnos cry, F3		149	
MR	F304	25.09.2019	YES	12.04.2021	MR	Tol2. nCas9n-glob3’UTR. cmlc-EGFPstock 4, hom  F5 incross 		96	
MR	F305	24.09.2019	YES	22.01.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cry:Venus; F2 outcross stock3		170	
MR	F306	24.09.2019	YES	22.01.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc mCherry;cry:red;cry:Venus; F2 outcross stock3		170	
MR	F307	24.09.2019	YES	12.04.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc mCherry;cry:red;cry:Venus; F2 outcross stock3		170	
Antonio	F308	24.09.2019	YES	04.11.2019	Antonio	Mettl3 delta4 incross from E682	Mettl3 Δ4	Mettl3 Δ4	
Antonio	F309	24.09.2019	YES	04.11.2019	Antonio	Mettl3 delta4 incross from E683	Mettl3 Δ4	Mettl3 Δ4	
LT	F310	02.10.2019	YES	10.06.2021	MR	kop.7a (granulito) dsRed.Nos homs?		5	
JW	F311	02.10.2019	NO		ZL	roy-/-;mitfa-/-	csp	Casper	560
JW	F312	02.10.2019	NO		ZL	roy-/-;mitfa-/-	csp	Casper	561
KW	F313	30.09.2019	YES	11.05.2021	KW	hsp70I:zGrad;cmlc2:Scarlet ;  cxcr4b:h2a-EGFP;cryaa:dsRed		198/190	
LT	F314	09.10.2019	YES	10.06.2021	MR	kop.7a (granulito) dsRed.Nos homs?		5	
KT	F315	09.10.2019	YES	19.07.2021	KT	kop:Gal4FF-nos3'UTR;cmlc:GFP, F3		153	
KT	F316	09.10.2019	YES	19.07.2021	KT	kop:Gal4FF-nos3'UTR;cmlc:GFP, F2		153	
SY	F317	07.10.2019	NO		SY	oep m134 incross +/- and +/+	oep m134	oep m134	132
SY	F318	07.10.2019	YES	14.09.2021	SY	odyJ1049 -/-; tg(gsc:EGFP)+/-rescued	ody	ody 6	
SY	F319	07.10.2019	YES	14.09.2021	SY	odyJ1049 -/-; tg(gsc:EGFP)+/-rescued	ody	ody 6	
TL	F320	09.10.2019	YES	12.04.2021	AA	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP x kop:lifeact-mCherry.nos-cry.DsRed		99 /118	
TL	F321	09.10.2019	NO		AA	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP x kop:lifeact-mCherry.nos-cry.DsRed		99 /118	451
TL	F322	09.10.2019	NO		AA	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP x kop:lifeact-mCherry.nos-cry.DsRed		99 /118	452
LT	F323	09.10.2019	NO		LT	odyJ1049 -/-; tg(kop:mCherry-F’-nos 3’UTR, cmlc-EGFP)+/- rescued	ody	ody 57	H154
KW	F324	09.10.2019	YES	23.02.2021	KW	cry EGFP-f nos, +/- line I		24	
KW	F325	09.10.2019	YES	13.01.2021	KW	cry EGFP-f nos, +/- line I		24	
KW	F326	09.10.2019	YES	15.06.2020	KW	cry EGFP-f nos, +/- line II		24	
KW	F327	10.10.2019	YES	13.10.2021	KW	weg tx230 x AB	weg	weg	
MR	F328	16.10.2019	YES	03.06.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:Venus; ; F2 outcross F2 stock1		170	
MR	F329	16.10.2019	YES	10.06.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:Venus; ; F2 outcross F2 stock1		170	
MR	F330	16.10.2019	YES	10.06.2021	MR	Tol2.nCas9n-nos3’UTR.cmlc-EGFP  STOCK 2 (F5) incross (100% homs)		95	
MR	F331	16.10.2019	YES	20.12.2019	MR	Tol2.nCas9n-nos3’UTR.cmlc-EGFP  STOCK 2 (F5) incross (100% homs)		95	
KW	F332	15.10.2019	YES	11.05.2021	KW	cxcr4b:lexpr-lexop-zGrad-t2a-mCh; cmlc:mScarlet 		191	
KW	F333	16.10.2019	YES	22.02.2021	KW	cry EGFP-f nos, +/- line I		24	
KW	F334	16.10.2019	YES	23.02.2021	KW	cry EGFP-f nos, +/- line II		24	
KT	F335	16.10.2019	NO		KT	kop:Gal4BDERt2TA4-vasa3'UTR;cmlc:GFP, F3		154	757
KT	F336	16.10.2019	YES	19.07.2021	KT	kop:Gal4BDERt2TA4-vasa3'UTR;cmlc:GFP, F2		154	
ZL	F337	17.10.2019	YES	06.11.2019	ZL	gtshB:Cre-globin3’UTR.cmlc:mCherry F1		193	
LT	F338	17.10.2019	NO		LT	odyJ1049 -/-; tg(kop:mCherry-F’-nos 3’UTR, cmlc-EGFP)+/- rescued	ody	ody 57	H156
									H155
SY	F339	17.10.2019	NO		SY	oep m134 outcross	oep m134	oep m134	428
MR	F340	23.10.2019	YES	10.06.2021	MR	cxcl12b+/- X AB	sdf1b	cxcl12b 84	
Antonio	F341	21.10.2019	YES	04.11.2019	Antonio	Mettl3 incross 1 (150 embryos)	Mettl3 Δ4	Mettl3 Δ4	
Antonio	F342	21.10.2019	YES	04.11.2019	Antonio	Mettl3 incross 2 (100 embryos)	Mettl3 Δ4	Mettl3 Δ4	
Antonio	F343	21.10.2019	YES	04.11.2019	Antonio	Mettl3 incross 3 (50 embryos)	Mettl3 Δ4	Mettl3 Δ4	
KT/MS	F344	23.10.2019	NO		KT	kop:Gal4FFvasa3'UTR, cmlc:EGFP, F2		158	448
									449
KT/MS	F345	23.10.2019	NO		KT	kop:Gal4FFvasa3'UTR, cmlc:EGFP, F3		158	884
KW	F346	23.10.2019	YES	13.01.2021	KW	cry EGFP-f nos, +/- line II		24	
ZL	F347	24.10.2019	YES	06.12.2019	ZL	gtshB:Cre.globin3’TR-cmlc:mCherry  +/- F1		193	
MR	F348	30.10.2019	YES	05.08.2021	MR	sept9a.sw4 +/+; 7b.2-/- x +/- CRISPR , incross	sept 9a.sw4 ; sept 7b.2	sept9a.sw4;7b.2	
AO	F349	26.10.2019	NO		AO	SMU B641 outcrosss	smu	SMU	391
TL	F350	30.10.2019	YES	16.08.2021	AA	kop:lifeact-mCherry.nos-cry.DsRed +/-		118	
TL	F351	30.10.2019	YES	25.08.2021	AA	kop:lifeact-mCherry.nos-cry.DsRed +/-		118	
TL	F352	30.10.2019	YES	05.12.2019	AA	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP; kop:lifeact-mCherry.nos-cry.DsRed		99 /118	
TL	F353	30.10.2019	YES	05.12.2019	AA	kop.YPet.Ezrin.nos 3’ UTR.cmlc EGFP; kop:lifeact-mCherry.nos-cry.DsRed		99 /118	
JW	F354	06.11.2019	NO		KT	Tol2-KopPr-RacFRET-YPet-nos x AB		12	917
JW	F355	06.11.2019	NO		KT	Tol2-KopPr-RacFRET-YPet-nos x AB		12	089
IS/MR	F356	06.11.2019	YES	06.08.2021	IS	EF1d:mAG-zGem(1/100 incross		76	
MR	F357	06.11.2019	YES	04.05.2021	MR	Tol2-kop:mCherry-F'-nos3'UTR-cmlc:GFP stock 2 outcross		57	
MO	F358	06.11.2019	YES	19.07.2021	CG	med NY054-2 -/-; cry.kop-EGFP-lifeact-nos	med	med 38	
MO	F359	06.11.2019	YES	19.07.2021	CG	med NY054-2 -/-; cry.kop-EGFP-lifeact-nos	med	med 38	
LT	F360	05.11.2019	NO		LT	kop-EGFP-F-mCherry-Bcl2-nosincross		24 /55	350
ZL	F361	08.11.2019	NO		ZL	handS6 +/-	han	han	029
									025
ZL	F362	08.11.2019	YES	05.11.2021	ZL	Wt1a:GFP +/- and +/+		173	
ZL	F363	08.11.2019	YES	05.11.2021	ZL	Wt1a:GFP +/- and +/+		173	
JW	F364	08.11.2019	NO		ZL	roy +/-;mitfa +/-;Tol2-kop-mCherry-F-GFP-cmlc-nos3UTR+/-	csp	Casper/57	394
JW	F365	08.11.2019	NO		ZL	roy +/-;mitfa +/-;Tol2-kop-mCherry-F-GFP-cmlc-nos3UTR+/-	csp	Casper/57	395
JW	F366	08.11.2019	NO		ZL	roy +/-;mitfa +/-;Tol2-kop-mCherry-F-GFP-cmlc-nos3UTR+/-	csp	Casper/57	395.
ZL	F367	08.11.2019	YES	05.11.2021	ZL	roy +/-;mitfa +/-; CldnB:EGFP +/-	csp	Casper/18	
ZL	F368	08.11.2019	YES	05.11.2021	ZL	roy +/-;mitfa +/-; CldnB:EGFP +/-	csp	Casper/18	
ZL	F369	08.11.2019	YES	27.12.2019	ZL	roy +/-;mitfa +/-; CldnB:EGFP +/-	csp	Casper/18	
TL	F370	08.11.2019	NO		AA	med NY054-2 -/-;Cry:HSP-mutSDF1a-mCherry-globin	med	med 41	H167
